,EventTime,Origin,Destination
2058,2023.704107,Henan,Shanxi
2098,2023.704107,Henan,Fujian
1450,2023.704117,Xinjiang,Sichuan
1744,2023.706837,Qinghai,Gansu
1924,2023.706837,Hong Kong,Gansu
1961,2023.706847,Hubei,Gansu
1422,2023.706857,Sichuan,Shanghai
1694,2023.709597,Taiwan,Shanghai
2074,2023.715057,Henan,Qinghai
1693,2023.723287,Taiwan,Shanghai
1579,2023.723307,Shanghai,Sichuan
2097,2023.726027,Henan,Shanghai
2100,2023.726027,Shanghai,Fujian
2062,2023.731507,Hubei,Fujian
2064,2023.739727,Hubei,Henan
2066,2023.739737,Henan,Hubei
2091,2023.745207,Sichuan,Fujian
2040,2023.750687,Henan,Shanxi
2042,2023.753427,Henan,Hong Kong
2069,2023.756157,Henan,Fujian
2047,2023.756167,Henan,Shanxi
2041,2023.758907,Henan,Taiwan
2086,2023.761627,Henan,Fujian
2016,2023.761637,Hubei,Shanxi
2063,2023.767127,Hubei,Sichuan
2087,2023.769857,Henan,Gansu
2061,2023.769867,Hubei,Shanghai
1489,2023.772607,Hubei,Shanghai
2073,2023.778077,Henan,Shanghai
2079,2023.783557,Hong Kong,Gansu
1113,2023.789037,Yunnan,Shanghai
2059,2023.794517,Henan,Gansu
2046,2023.794527,Henan,Gansu
2049,2023.799997,Henan,Gansu
2057,2023.802737,Henan,Gansu
2078,2023.805477,Hong Kong,Gansu
2043,2023.805487,Henan,Gansu
