,EventTime,Origin,Destination
655,2023.435617,Hubei,Gansu
656,2023.435617,Henan,Gansu
657,2023.435617,Henan,Hubei
658,2023.435627,Hubei,Xinjiang
659,2023.435627,Shanghai,Heilongjiang
660,2023.435627,Yunnan,Sichuan
661,2023.435637,Beijing,Gansu
662,2023.438347,Zhejiang,Fujian
663,2023.438357,Liaoning,Yunnan
664,2023.438357,Henan,Xinjiang
665,2023.438357,Jiangsu,Zhejiang
666,2023.438357,Yunnan,Taiwan
667,2023.438357,Hubei,Jiangxi
668,2023.438367,Hubei,Yunnan
669,2023.438367,Xinjiang,Shanghai
670,2023.438367,Hubei,Zhejiang
671,2023.438367,Anhui,Hubei
672,2023.438377,Guangdong,Hong Kong
673,2023.439247,Hubei,Anhui
674,2023.441087,Henan,Fujian
675,2023.441097,Jiangsu,Zhejiang
676,2023.441097,Hubei,Heilongjiang
677,2023.441097,Henan,Anhui
678,2023.441107,Sichuan,Heilongjiang
679,2023.441117,Fujian,Shanghai
680,2023.443837,Hubei,Zhejiang
681,2023.443837,Hubei,Qinghai
682,2023.443847,Hubei,Yunnan
683,2023.443847,Hubei,Zhejiang
684,2023.443857,Hubei,Zhejiang
685,2023.443857,Hubei,Zhejiang
686,2023.444877,Henan,Shanghai
687,2023.445697,Shanghai,Sichuan
688,2023.446557,Taiwan,Fujian
689,2023.447367,Henan,Anhui
690,2023.449317,Fujian,Henan
691,2023.449317,Hubei,Sichuan
692,2023.449327,Jiangsu,Henan
693,2023.449327,Jiangsu,Anhui
694,2023.449327,Hubei,Sichuan
695,2023.452047,Jiangxi,Fujian
696,2023.452047,Anhui,Yunnan
697,2023.452047,Henan,Fujian
698,2023.452047,Xinjiang,Heilongjiang
699,2023.452057,Sichuan,Shanghai
700,2023.452057,Shanghai,Henan
701,2023.452057,Hubei,Heilongjiang
702,2023.452067,Jiangxi,Hubei
703,2023.452067,Hubei,Heilongjiang
704,2023.452067,Beijing,Heilongjiang
705,2023.452067,Hubei,Henan
706,2023.454127,Henan,Shanxi
707,2023.454787,Taiwan,Shanghai
